Plate,Well,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Experimental Condition [MMS Treatment],Experimental Condition [Genotype],Comment [Gene Identifier],Comment [Gene Symbol],Channels
rad53-MMS-000384 PerkinElmer CellCarrier NEW,A1,Saccharomyces cerevisiae,NCBITaxon,4932,Untreated,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YMR176W,ECM5,GFP:protein; RFP:cytoplasm
rad53-MMS-120384 PerkinElmer CellCarrier NEW,D18,Saccharomyces cerevisiae,NCBITaxon,4932,120 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YBR008C,FLR1,GFP:protein; RFP:cytoplasm
rad53-MMS-120384 PerkinElmer CellCarrier NEW,D19,Saccharomyces cerevisiae,NCBITaxon,4932,120 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YCR028C,FEN2,GFP:protein; RFP:cytoplasm
rad53-MMS-120384 PerkinElmer CellCarrier NEW,D2,Saccharomyces cerevisiae,NCBITaxon,4932,120 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YGR098C,ESP1,GFP:protein; RFP:cytoplasm
rad53-MMS-120384 PerkinElmer CellCarrier NEW,D20,Saccharomyces cerevisiae,NCBITaxon,4932,120 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YOR101W,RAS1,GFP:protein; RFP:cytoplasm
rad53-MMS-120384 PerkinElmer CellCarrier NEW,D3,Saccharomyces cerevisiae,NCBITaxon,4932,120 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YDR217C,RAD9,GFP:protein; RFP:cytoplasm
rad53-MMS-120384 PerkinElmer CellCarrier NEW,D4,Saccharomyces cerevisiae,NCBITaxon,4932,120 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YBL111C,YBL111C,GFP:protein; RFP:cytoplasm
rad53-MMS-120384 PerkinElmer CellCarrier NEW,D5,Saccharomyces cerevisiae,NCBITaxon,4932,120 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YOR014W,RTS1,GFP:protein; RFP:cytoplasm
rad53-MMS-120384 PerkinElmer CellCarrier NEW,D6,Saccharomyces cerevisiae,NCBITaxon,4932,120 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YOL006C,TOP1,GFP:protein; RFP:cytoplasm
rad53-MMS-120384 PerkinElmer CellCarrier NEW,D7,Saccharomyces cerevisiae,NCBITaxon,4932,120 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YHR182W,YHR182W,GFP:protein; RFP:cytoplasm
rad53-MMS-120384 PerkinElmer CellCarrier NEW,D8,Saccharomyces cerevisiae,NCBITaxon,4932,120 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YPL243W,SRP68,GFP:protein; RFP:cytoplasm
rad53-MMS-120384 PerkinElmer CellCarrier NEW,D9,Saccharomyces cerevisiae,NCBITaxon,4932,120 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YML032C,RAD52,GFP:protein; RFP:cytoplasm
rad53-MMS-120384 PerkinElmer CellCarrier NEW,E1,Saccharomyces cerevisiae,NCBITaxon,4932,120 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YLR032W,RAD5,GFP:protein; RFP:cytoplasm
rad53-MMS-120384 PerkinElmer CellCarrier NEW,E10,Saccharomyces cerevisiae,NCBITaxon,4932,120 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YMR131C,RRB1,GFP:protein; RFP:cytoplasm
rad53-MMS-120384 PerkinElmer CellCarrier NEW,E11,Saccharomyces cerevisiae,NCBITaxon,4932,120 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YGR122W,YGR122W,GFP:protein; RFP:cytoplasm
rad53-MMS-120384 PerkinElmer CellCarrier NEW,E12,Saccharomyces cerevisiae,NCBITaxon,4932,120 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YDR364C,CDC40,GFP:protein; RFP:cytoplasm
rad53-MMS-120384 PerkinElmer CellCarrier NEW,E13,Saccharomyces cerevisiae,NCBITaxon,4932,120 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YGR086C,PIL1,GFP:protein; RFP:cytoplasm
rad53-MMS-120384 PerkinElmer CellCarrier NEW,E14,Saccharomyces cerevisiae,NCBITaxon,4932,120 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YER177W,BMH1,GFP:protein; RFP:cytoplasm
rad53-MMS-120384 PerkinElmer CellCarrier NEW,E15,Saccharomyces cerevisiae,NCBITaxon,4932,120 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YDL129W,YDL129W,GFP:protein; RFP:cytoplasm
rad53-MMS-120384 PerkinElmer CellCarrier NEW,E16,Saccharomyces cerevisiae,NCBITaxon,4932,120 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YFL031W,HAC1,GFP:protein; RFP:cytoplasm
rad53-MMS-120384 PerkinElmer CellCarrier NEW,E17,Saccharomyces cerevisiae,NCBITaxon,4932,120 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YLR297W,YLR297W,GFP:protein; RFP:cytoplasm
rad53-MMS-120384 PerkinElmer CellCarrier NEW,E18,Saccharomyces cerevisiae,NCBITaxon,4932,120 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YKR001C,VPS1,GFP:protein; RFP:cytoplasm
rad53-MMS-120384 PerkinElmer CellCarrier NEW,E19,Saccharomyces cerevisiae,NCBITaxon,4932,120 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YBL042C,FUI1,GFP:protein; RFP:cytoplasm
rad53-MMS-120384 PerkinElmer CellCarrier NEW,E2,Saccharomyces cerevisiae,NCBITaxon,4932,120 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YBR073W,RDH54,GFP:protein; RFP:cytoplasm
rad53-MMS-120384 PerkinElmer CellCarrier NEW,E20,Saccharomyces cerevisiae,NCBITaxon,4932,120 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YMR056C,AAC1,GFP:protein; RFP:cytoplasm
rad53-MMS-120384 PerkinElmer CellCarrier NEW,E3,Saccharomyces cerevisiae,NCBITaxon,4932,120 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YNL250W,RAD50,GFP:protein; RFP:cytoplasm
rad53-MMS-120384 PerkinElmer CellCarrier NEW,E4,Saccharomyces cerevisiae,NCBITaxon,4932,120 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YKR064W,OAF3,GFP:protein; RFP:cytoplasm
rad53-MMS-120384 PerkinElmer CellCarrier NEW,E5,Saccharomyces cerevisiae,NCBITaxon,4932,120 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YPL158C,AIM44,GFP:protein; RFP:cytoplasm
rad53-MMS-120384 PerkinElmer CellCarrier NEW,E6,Saccharomyces cerevisiae,NCBITaxon,4932,120 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YFL047W,RGD2,GFP:protein; RFP:cytoplasm
rad53-MMS-120384 PerkinElmer CellCarrier NEW,E7,Saccharomyces cerevisiae,NCBITaxon,4932,120 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YMR031C,YMR031C,GFP:protein; RFP:cytoplasm
rad53-MMS-120384 PerkinElmer CellCarrier NEW,E8,Saccharomyces cerevisiae,NCBITaxon,4932,120 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YMR284W,YKU70,GFP:protein; RFP:cytoplasm
rad53-MMS-120384 PerkinElmer CellCarrier NEW,E9,Saccharomyces cerevisiae,NCBITaxon,4932,120 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YLR197W,NOP56,GFP:protein; RFP:cytoplasm
rad53-MMS-120384 PerkinElmer CellCarrier NEW,F1,Saccharomyces cerevisiae,NCBITaxon,4932,120 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YMR190C,SGS1,GFP:protein; RFP:cytoplasm
rad53-MMS-120384 PerkinElmer CellCarrier NEW,F10,Saccharomyces cerevisiae,NCBITaxon,4932,120 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YJL194W,CDC6,GFP:protein; RFP:cytoplasm
rad53-MMS-120384 PerkinElmer CellCarrier NEW,F11,Saccharomyces cerevisiae,NCBITaxon,4932,120 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YNL175C,NOP13,GFP:protein; RFP:cytoplasm
rad53-MMS-120384 PerkinElmer CellCarrier NEW,F12,Saccharomyces cerevisiae,NCBITaxon,4932,120 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YIL106W,MOB1,GFP:protein; RFP:cytoplasm
rad53-MMS-120384 PerkinElmer CellCarrier NEW,F13,Saccharomyces cerevisiae,NCBITaxon,4932,120 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YDR171W,HSP42,GFP:protein; RFP:cytoplasm
rad53-MMS-120384 PerkinElmer CellCarrier NEW,F14,Saccharomyces cerevisiae,NCBITaxon,4932,120 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YEL019C,MMS21,GFP:protein; RFP:cytoplasm
rad53-MMS-120384 PerkinElmer CellCarrier NEW,F15,Saccharomyces cerevisiae,NCBITaxon,4932,120 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YCR086W,CSM1,GFP:protein; RFP:cytoplasm
rad53-MMS-120384 PerkinElmer CellCarrier NEW,F16,Saccharomyces cerevisiae,NCBITaxon,4932,120 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YBR197C,YBR197C,GFP:protein; RFP:cytoplasm
rad53-MMS-120384 PerkinElmer CellCarrier NEW,F17,Saccharomyces cerevisiae,NCBITaxon,4932,120 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YDR115W,YDR115W,GFP:protein; RFP:cytoplasm
rad53-MMS-120384 PerkinElmer CellCarrier NEW,F18,Saccharomyces cerevisiae,NCBITaxon,4932,120 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YLR450W,HMG2,GFP:protein; RFP:cytoplasm
rad53-MMS-120384 PerkinElmer CellCarrier NEW,F19,Saccharomyces cerevisiae,NCBITaxon,4932,120 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YFR033C,QCR6,GFP:protein; RFP:cytoplasm
rad53-MMS-120384 PerkinElmer CellCarrier NEW,F2,Saccharomyces cerevisiae,NCBITaxon,4932,120 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YOL090W,MSH2,GFP:protein; RFP:cytoplasm
rad53-MMS-120384 PerkinElmer CellCarrier NEW,F20,Saccharomyces cerevisiae,NCBITaxon,4932,120 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YPR028W,YOP1,GFP:protein; RFP:cytoplasm
rad53-MMS-120384 PerkinElmer CellCarrier NEW,F3,Saccharomyces cerevisiae,NCBITaxon,4932,120 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YOR127W,RGA1,GFP:protein; RFP:cytoplasm
rad53-MMS-120384 PerkinElmer CellCarrier NEW,F4,Saccharomyces cerevisiae,NCBITaxon,4932,120 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YOR033C,EXO1,GFP:protein; RFP:cytoplasm
rad53-MMS-120384 PerkinElmer CellCarrier NEW,F5,Saccharomyces cerevisiae,NCBITaxon,4932,120 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YMR179W,SPT21,GFP:protein; RFP:cytoplasm
rad53-MMS-120384 PerkinElmer CellCarrier NEW,F6,Saccharomyces cerevisiae,NCBITaxon,4932,120 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YKL213C,DOA1,GFP:protein; RFP:cytoplasm
rad53-MMS-120384 PerkinElmer CellCarrier NEW,F7,Saccharomyces cerevisiae,NCBITaxon,4932,120 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YLR234W,TOP3,GFP:protein; RFP:cytoplasm
rad53-MMS-120384 PerkinElmer CellCarrier NEW,F8,Saccharomyces cerevisiae,NCBITaxon,4932,120 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YLR401C,DUS3,GFP:protein; RFP:cytoplasm
rad53-MMS-120384 PerkinElmer CellCarrier NEW,F9,Saccharomyces cerevisiae,NCBITaxon,4932,120 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YDR004W,RAD57,GFP:protein; RFP:cytoplasm
rad53-MMS-120384 PerkinElmer CellCarrier NEW,G1,Saccharomyces cerevisiae,NCBITaxon,4932,120 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YCR092C,MSH3,GFP:protein; RFP:cytoplasm
rad53-MMS-120384 PerkinElmer CellCarrier NEW,G10,Saccharomyces cerevisiae,NCBITaxon,4932,120 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YDR169C,STB3,GFP:protein; RFP:cytoplasm
rad53-MMS-120384 PerkinElmer CellCarrier NEW,G11,Saccharomyces cerevisiae,NCBITaxon,4932,120 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YGL059W,PKP2,GFP:protein; RFP:cytoplasm
rad53-MMS-120384 PerkinElmer CellCarrier NEW,G12,Saccharomyces cerevisiae,NCBITaxon,4932,120 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YGR180C,RNR4,GFP:protein; RFP:cytoplasm
rad53-MMS-120384 PerkinElmer CellCarrier NEW,G13,Saccharomyces cerevisiae,NCBITaxon,4932,120 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YNL290W,RFC3,GFP:protein; RFP:cytoplasm
rad53-MMS-120384 PerkinElmer CellCarrier NEW,G14,Saccharomyces cerevisiae,NCBITaxon,4932,120 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YKL007W,CAP1,GFP:protein; RFP:cytoplasm
rad53-MMS-120384 PerkinElmer CellCarrier NEW,G15,Saccharomyces cerevisiae,NCBITaxon,4932,120 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YDL064W,UBC9,GFP:protein; RFP:cytoplasm
rad53-MMS-120384 PerkinElmer CellCarrier NEW,G16,Saccharomyces cerevisiae,NCBITaxon,4932,120 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YLR363C,NMD4,GFP:protein; RFP:cytoplasm
rad53-MMS-120384 PerkinElmer CellCarrier NEW,G17,Saccharomyces cerevisiae,NCBITaxon,4932,120 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YBL003C,HTA2,GFP:protein; RFP:cytoplasm
rad53-MMS-120384 PerkinElmer CellCarrier NEW,G18,Saccharomyces cerevisiae,NCBITaxon,4932,120 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YML075C,HMG1,GFP:protein; RFP:cytoplasm
rad53-MMS-120384 PerkinElmer CellCarrier NEW,G19,Saccharomyces cerevisiae,NCBITaxon,4932,120 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YOR188W,MSB1,GFP:protein; RFP:cytoplasm
rad53-MMS-120384 PerkinElmer CellCarrier NEW,G2,Saccharomyces cerevisiae,NCBITaxon,4932,120 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YGR218W,CRM1,GFP:protein; RFP:cytoplasm
rad53-MMS-120384 PerkinElmer CellCarrier NEW,G20,Saccharomyces cerevisiae,NCBITaxon,4932,120 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YDL015C,TSC13,GFP:protein; RFP:cytoplasm
rad53-MMS-120384 PerkinElmer CellCarrier NEW,G3,Saccharomyces cerevisiae,NCBITaxon,4932,120 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YJR127C,RSF2,GFP:protein; RFP:cytoplasm
rad53-MMS-120384 PerkinElmer CellCarrier NEW,G4,Saccharomyces cerevisiae,NCBITaxon,4932,120 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YDR221W,GTB1,GFP:protein; RFP:cytoplasm
rad53-MMS-120384 PerkinElmer CellCarrier NEW,G5,Saccharomyces cerevisiae,NCBITaxon,4932,120 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YKR090W,PXL1,GFP:protein; RFP:cytoplasm
rad53-MMS-120384 PerkinElmer CellCarrier NEW,G6,Saccharomyces cerevisiae,NCBITaxon,4932,120 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YBR133C,HSL7,GFP:protein; RFP:cytoplasm
